CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
319ed836,8820,17.5,122,4980,189,39.6,620,0.6,2092,1.2115,Undersaturated,38600,Weak,0.243,0.42,100,0.205,90,210,58.8,NA,122.92,279.3,57253,425.93,466,0.67,NA,NA,0.3611,NA,NA,1,1,46.6,18000,25600,0,28200,0,19,14,24405.50289670722
8ff575fc,1720,23.9,354,1070,122,25.9,110,10.1,548,1.04,Undersaturated,NA,NA,0.12,0.57,200,0.393,NA,530,11.5,11.2,61.54,1.04,19290,0,313,NA,0.2993,0.8071,0.3369,NA,NA,4,5,50.8,32000,300,0,0,0,20,0,22988.26275336847
ee22143c,9720,14.6,314,9710,214,46.7,3870,0.2,8825,1.8,NA,48600,NA,0.129,0.68,120,0.195,90,400,33.3,49.3,133.3,5.35,3015610,96.01,22623,0.26,0.21,0.701,0.28,NA,1.69,2,NA,21.3,40000,2200,500,NA,NA,7,7,61412.46432277009
470f1f31,2290,14.6,265,1760,109,36.5,240,1.9,784,1.068,Highly Undersaturated,87400,None,0.196,0.72,110,0.327,80,470,47.4,54.2,224.49,853.32,41127,1098.98,183,0.65,0.2804,0.76,0.3601,NA,3.369,2,2,38.9,47000,NA,0,165800,NA,35,25,NA
79bf0fc0,2600,17.2,214,1640,131,32.6,240,2.3,930,1.07,Undersaturated,NA,Weak,0.131,0.48,110,0.34,60,200,37.4,NA,75.4,691.04,13430,775.17,178,NA,NA,0.9189,0.42,NA,NA,1,NA,59.8,24000,36700,0,54900,NA,26,15,NA
ff1beb79,9650,23.3,306,3660,221,40.2,650,0.3,2119,1.255,Undersaturated,11900,NA,0.222,0.72,1070,0.167,NA,1280,53.1,57.2,678,928.71,449331,0,663,0.57,0.19,NA,0.3067,3.584,2.199,24,NA,54.7,135000,108200,100,0,0,6,0,69045.12808054278
fecabd18,1340,37.4,164,950,103,30.1,170,5.5,744,1.05,Undersaturated,112400,Weak,0.123,0.73,150,0.418,80,400,35.2,35.8,141.09,1323.22,18283,1477.88,130,0.62,0.3,0.96,0.5011,NA,NA,NA,NA,55.7,36000,81900,0,128100,NA,58,NA,NA
f5e8b0d9,11520,NA,263,5650,250,19.4,90,NA,947,1.06,Undersaturated,19000,Very Strong,0.294,0.72,1870,0.22,1950,1010,43.6,NA,439.3,6029.88,29170,4075.97,66,0.55,NA,0.78,0.4318,NA,NA,25,51,57.3,125000,469400,0,247900,0,5,1,90749.4806496345
4b52fce2,6130,10.7,228,2930,178,39.7,370,0.8,1347,1.13,NA,50500,Medium,0.202,0.63,240,0.248,200,340,27.7,NA,95.66,6.79,45218,0,473,0.39,NA,0.8334,0.2,NA,NA,3,3,57.3,35000,NA,NA,0,0,9,0,53816.72332502785
54e0557f,2880,15.2,129,1550,141,37.8,130,2.1,453,1.044,Highly Undersaturated,61800,Medium,0.222,0.43,230,0.286,170,210,15.4,15.4,31.88,0.23,5480,0,NA,0.33,0.248,0.92,0.318,NA,NA,NA,NA,58.9,20100,0,0,0,NA,23,0,NA
c88ea2b3,4930,18.6,394,3090,138,36.1,240,2.1,916,1.0724,Undersaturated,66400,Weak,0.222,0.4,110,0.287,90,750,39.4,40.9,297.46,1123.79,53350,1444.74,179,0.57,NA,0.7897,0.359,NA,NA,1,2,60,54000,68400,0,91600,NA,26,14,18250.771518911308
decab931,2440,26.9,251,1820,107,32.3,380,2.8,1622,1.115,Undersaturated,109000,None,0.128,0.74,90,0.399,NA,540,1.1,1.1,5.97,0,7883,2.4,1320,0.32,0.3,NA,0.479,3.19,2.43,NA,NA,44.3,37700,0,0,NA,30100,39,NA,12974.582300647251
6106e616,4260,19.7,420,2520,133,29.6,160,3.8,742,1.05,Undersaturated,69500,Weak,0.189,0.38,160,0.314,120,490,26.8,42.3,132.11,109.29,16150,247.87,122,0.5,NA,NA,NA,NA,NA,NA,3,13.6,55000,58000,NA,101700,NA,19,12,22868.106637334473
ddcd5a5b,7700,19.3,180,4250,185,13.2,70,95.4,865,1.04,Near Saturation,75000,Medium,0.218,0.74,450,0.373,320,570,19.9,NA,113.67,454.35,5575,492.1,49,0.5,NA,0.89,0.44,NA,NA,4,7,23.1,62000,66800,0,70100,NA,9,NA,53830.468638881575
dd1cbbaa,8340,20.8,141,4440,196,23.7,310,3.2,1997,1.1134,Near Saturation,67400,Medium,0.183,0.71,230,0.313,160,370,13,16.3,48.13,0.03,336245,0,6986,NA,NA,0.95,0.541,NA,NA,NA,NA,40.1,40000,300,0,0,NA,11,3,41693.04560853422
a37973f7,5930,4,152,4130,134,33.5,200,3.2,884,1.0611,Undersaturated,60200,None,0.238,0.83,160,0.273,130,100,36,36.3,35.52,307.99,5426,342.65,153,0.53,0.29,0.87,0.37,NA,NA,2,NA,59,11000,16900,NA,17300,NA,5,NA,NA
22a2795c,11070,24.9,444,5600,243,31.3,450,1,2276,1.17,Near Saturation,NA,Strong,0.237,0.63,420,0.211,350,1490,27.5,41,409.17,23.75,138087,0,337,NA,0.2337,0.8,0.47,NA,NA,9,NA,14.8,113000,14100,0,0,0,8,0,NA
c39618e4,2260,14.9,70,1820,115,31.1,90,5.1,337,1.0303,Highly Undersaturated,62500,Weak,0.157,0.58,210,NA,100,100,35.2,39.8,33.81,194.18,2192,229.23,NA,0.55,NA,0.6682,0.482,NA,NA,1,NA,44.8,9000,15400,0,26200,0,12,10,39311.63502455747
9bb63a84,4120,12,278,1840,164,35.4,140,1.5,496,1.05,Highly Undersaturated,43600,Medium,0.198,0.68,400,0.252,280,420,30.6,37.5,128.21,20.33,13527,0,106,0.45,0.24,NA,0.27,NA,NA,5,NA,29.4,39000,3100,0,0,0,9,0,NA
2882c9d8,4840,20.3,266,2750,155,19,140,24.8,1247,1.05,Near Saturation,NA,Medium,0.146,0.76,230,0.385,NA,450,15.6,16.7,70.87,15.62,7145,0,101,0.43,NA,0.9404,0.28,NA,NA,3,4,47.8,38900,2400,0,0,0,11,0,40561.135039390174
104f8a7e,4600,8.4,313,3510,120,43.6,830,0.5,3175,1.39,Undersaturated,101700,None,0.151,0.72,50,0.342,40,240,24.6,46,59.79,0.18,350580,46.49,NA,0.43,NA,NA,0.2348,3.255,NA,NA,NA,16.3,19200,200,100,30900,10800,14,12,31323.171377472216
d192b35d,5630,4.9,319,3180,169,36.2,410,1.2,1603,1.13,Undersaturated,71500,Medium,0.187,0.64,130,0.296,90,150,39.5,42.5,58.38,312.23,17781,370.46,305,0.57,NA,0.69,0.468,NA,2.659,NA,NA,43.2,NA,25300,0,25900,0,7,3,67403.64771982339
77e5b8e9,5820,NA,338,3170,159,20,210,14.5,1753,1.0753,Near Saturation,95500,Medium,0.164,0.85,210,0.39,120,890,8.8,12.6,77.8,31.86,12211,0,157,0.42,0.28,0.843,0.519,NA,NA,NA,7,8.9,72000,18700,0,0,0,10,0,NA
a6a68c62,11870,37.6,168,5850,251,40.4,1640,0.2,4609,1.65,Near Saturation,8900,Very Strong,0.271,0.41,780,0.159,770,880,26.8,54.8,236.61,2.62,628906,0,2658,0.21,NA,0.785,0.37,NA,NA,5,7,11.8,86000,2500,300,0,300,NA,2,NA
01747fee,6230,19.7,105,3460,158,38.1,250,NA,1060,1.088,Undersaturated,47700,Medium,0.185,0.59,190,0.253,140,190,41.1,45.2,80.09,265.25,15243,347.83,190,0.56,NA,0.78,0.3264,NA,1.36,NA,1,43.1,17000,23500,0,25800,NA,11,7,46600.43348065757
581af3d1,10560,29.3,146,5490,222,32.2,300,1.1,1380,1.11,Undersaturated,21900,Medium,0.267,0.61,310,0.192,270,660,23.2,28.2,152.21,5.2,33607,0,221,0.32,NA,0.8945,0.285,NA,NA,2,NA,31.9,59000,1100,0,0,NA,10,0,43990.5412093224
9af894db,11030,39.6,154,5700,228,12.2,20,39.4,271,1.039,Highly Undersaturated,24000,Very Strong,0.287,0.51,1770,0.272,1380,980,30.6,NA,297.93,1565.46,4978,1181.99,17,0.49,0.29,0.964,0.19,4.378,NA,12,15,28.9,101000,238200,0,153400,0,6,2,80581.00192424026
6b83193a,11980,24.5,63,5970,261,29.1,410,1,NA,1.16,Near Saturation,3600,Very Strong,0.291,0.75,2910,0.157,NA,360,63.4,NA,229.39,1440.14,70314,0,307,NA,0.188,NA,0.451,NA,2.5,9,12,57.9,33000,132100,0,0,NA,5,0,NA
04367290,8550,11.9,226,3900,222,43.3,1270,0.2,3570,1.51,Undersaturated,23000,Medium,0.193,0.63,210,0.173,200,400,30.6,37.2,121.83,0,1253247,0,10287,0.18,0.2011,NA,0.23,NA,2.5,2,4,50,30000,0,100,0,NA,12,3,36306.72831841512
529d0628,9560,33,192,4590,211,19.7,90,6.4,695,1.054,Undersaturated,NA,Very Strong,0.263,0.85,1090,0.241,940,1540,30.3,36,466,529.3,31556,0,68,0.46,0.24,NA,0.35,NA,NA,11,22,18.6,154000,137000,NA,0,NA,7,0,67375.93197506171
7433ba72,7870,11.3,143,4720,163,21.5,230,8.2,1574,1.076,Near Saturation,75200,Weak,0.231,0.58,120,0.327,NA,170,27.7,40.3,47.16,75.87,8151,122.26,173,NA,0.2833,0.9309,0.3133,NA,2.652,1,NA,16.1,20000,21600,0,24100,0,14,7,NA
34e662de,1850,24.3,126,2070,101,19,20,115.9,58,1.02,Very Highly Undersaturated,67300,None,0.256,0.76,190,0.337,130,540,23.8,NA,129.22,505.02,1632,636.28,13,NA,0.338,0.71,0.162,NA,NA,1,2,25.4,65000,73300,0,115900,0,37,19,13098.564516163487
c7d6a8df,6630,17.9,70,3220,194,32.3,160,2,763,1.0645,Undersaturated,43300,Medium,0.225,0.6,400,0.255,NA,180,26,NA,45.96,3.25,5636,0,123,0.44,NA,0.7499,0.3938,NA,NA,2,NA,11.8,18000,1700,NA,0,0,10,0,51215.52143436216
c6d61f4f,5700,14.5,231,3020,194,27.3,NA,3.6,498,1.0461,Highly Undersaturated,34700,Medium,0.179,0.63,450,0.248,250,410,25.8,NA,106.73,17.95,7698,0,72,NA,NA,NA,0.32,NA,NA,7,NA,20.6,42000,NA,NA,0,0,7,0,70296.40451291177
e0ab4831,6540,40.6,316,3300,164,32.4,230,1.6,983,1.08,Undersaturated,NA,Medium,0.22,0.78,280,0.263,230,2230,14,15.7,312.27,19.4,52509,0,168,0.31,NA,0.8603,0.428,NA,NA,6,NA,30.9,251100,4100,0,0,NA,23,0,19251.890240358593
8e24239d,6640,9.8,384,4640,134,41.1,1410,0.4,NA,1.51,Undersaturated,84700,Weak,0.201,0.65,40,0.282,40,510,22.9,46.8,116.99,1.17,667532,75.04,5706,0.35,0.2697,NA,NA,NA,NA,1,NA,16.6,46600,900,200,50500,17400,28,NA,18272.788169366584
80d83419,2360,30.5,213,4830,125,42,1310,1,4376,1.129,Undersaturated,118000,Weak,0.11,0.69,80,0.409,NA,350,46.7,57,165.03,109.23,530799,326.55,3216,0.63,0.245,NA,0.3109,NA,NA,1,1,18.8,32000,94800,100,NA,16500,35,38,13355.644411546777
734e5eb5,8630,23.1,192,4580,187,30.8,90,1.7,355,1.046,Highly Undersaturated,11300,Strong,0.275,0.65,530,0.177,460,830,27.2,30.3,225.01,83.21,14572,0,65,0.38,0.243,0.974,0.3,NA,1.97,7,NA,20.8,60000,28800,0,0,NA,8,0,57204.94951429355
ae2427b4,3970,19.7,211,1440,181,17.8,50,20.1,445,1.04,Undersaturated,66300,Very Strong,0.164,0.5,1380,0.36,720,290,22.5,NA,65.14,159.42,2561,0,39,0.5,NA,NA,0.239,NA,NA,10,17,31.6,29000,29100,0,NA,NA,7,0,62488.05655844377
e17a1e50,7970,41.9,283,3390,205,28.5,40,2.9,146,NA,Highly Undersaturated,9700,Very Strong,0.288,0.56,2370,0.186,NA,2010,35,NA,702.15,976.66,18475,0,NA,0.46,0.219,0.6822,0.3023,NA,NA,19,NA,27,233100,186700,0,0,0,8,0,63338.038463747216
f27e0279,8440,17.2,137,6040,213,25,910,1.1,5501,1.3106,Full Saturated,111000,Medium,0.143,0.74,100,0.403,70,180,29,37.2,53.61,10.59,354408,71.74,6610,NA,NA,0.91,0.2543,NA,1.97,1,1,29.1,14000,NA,NA,NA,0,10,7,45418.27161461406
65e11350,7670,3.6,271,4070,190,18.7,110,17.6,989,1.052,Undersaturated,60900,Strong,0.221,NA,410,0.322,280,150,25,NA,36.3,215,2956,0,81,0.48,0.274,NA,0.41,NA,NA,NA,NA,23.2,15000,59200,0,0,NA,5,0,84734.19788475498
a9fe860e,11190,37.5,253,5490,228,36.7,240,0.7,1011,1.101,Undersaturated,7000,Strong,0.279,0.66,1040,0.163,910,2020,44.3,49.3,897.06,917.2,161694,0,180,NA,NA,NA,0.4,2.8,NA,13,NA,30.7,203100,153900,0,0,0,NA,0,NA
4cfef9d4,2370,12.6,181,1540,118,29,270,4.7,1324,1.08,Undersaturated,109000,Weak,0.139,0.46,150,0.406,90,110,18.2,NA,19.59,6.73,3940,29.17,201,NA,0.2916,0.9,0.3407,NA,NA,1,NA,7.1,13000,9900,0,23700,0,12,6,36553.637453551346
460da274,1050,15.4,322,880,96,21.4,100,27.1,586,1.0308,Undersaturated,122300,Weak,0.117,0.54,50,0.443,NA,240,19.4,NA,46.37,274.64,3402,326.25,73,0.55,NA,0.837,0.18,3.868,NA,NA,1,17.4,23000,72300,0,149600,NA,61,NA,7250.113954975796
c400aa44,4600,22.9,399,2460,156,24.2,30,14.1,121,1.03,Highly Undersaturated,28800,Medium,0.248,0.39,790,0.25,520,1020,17.2,19.2,175.46,153.47,3824,0,22,0.34,0.27,NA,0.23,NA,NA,NA,14,40.6,84000,42800,0,0,0,14,0,NA
d4ea09b5,7100,21.8,390,4070,166,38.2,400,1,1518,1.13,Undersaturated,51500,Weak,0.219,0.62,120,0.244,100,1210,6.8,48.4,82.25,0.03,24710,93.15,300,0.3,0.251,NA,NA,NA,NA,NA,3,5.4,92000,200,0,174300,0,29,NA,17681.93755822722
343589fa,7930,14.1,114,4190,178,40.8,630,0.6,2113,1.22,Undersaturated,47900,Weak,0.234,0.64,150,0.226,120,220,46.4,62.2,99.97,76.43,47462,191.35,475,0.58,0.23,NA,0.34,NA,NA,1,NA,26.6,17000,NA,NA,23200,0,11,7,46925.08100369596
7200f0ea,9560,14.5,70,4840,199,19.9,290,5.1,2272,1.11,Near Saturation,72000,Medium,0.231,0.69,340,0.33,NA,130,31.2,34.2,40.52,45.68,8621,0,213,0.49,NA,0.8948,0.2974,NA,2.582,NA,NA,38.8,14000,8100,0,0,NA,9,0,52358.39136965806
6dfe4a6d,7290,36.5,256,3340,206,20.9,60,6,424,1.043,Highly Undersaturated,28300,Very Strong,0.234,NA,950,0.245,780,1550,28.8,30.4,445.44,688.65,21408,0,48,0.45,0.2492,0.801,0.319,NA,NA,12,19,44.7,128000,99600,0,0,NA,8,0,55094.99185920795
02d6d32c,9890,24.9,399,5040,211,32.2,90,1.5,349,1.05,Highly Undersaturated,NA,Strong,0.288,0.79,800,0.169,NA,2980,32.8,41.7,976.84,405.74,63102,0,65,0.43,0.228,0.67,0.28,NA,1.805,NA,NA,16.2,275100,143400,0,0,0,9,0,46624.91545169614
39bb369d,11570,41.3,272,5750,246,25.7,370,1.4,2235,1.147,Near Saturation,22800,Strong,0.267,0.49,800,0.204,660,1590,43.5,47.6,690.21,478.91,192756,0,279,0.51,NA,0.7927,0.36,NA,NA,6,14,44.6,135000,62300,0,0,0,12,0,NA
a85974e3,9770,21,247,4890,217,40.4,1750,0.2,4741,1.7,Near Saturation,48200,Weak,0.196,0.67,130,0.216,120,650,48.7,58.2,316.07,0.02,4557736,0,14420,0.22,NA,NA,0.4919,NA,NA,NA,NA,48.9,79000,0,300,0,800,18,5,25972.446480058716
724ee925,5220,23.4,374,3080,140,44.6,760,0.4,2789,1.3782,Undersaturated,54800,Weak,0.2,0.58,120,0.214,110,1140,39.4,56.1,451.32,62.76,2495554,577.92,5530,0.46,0.2189,NA,0.1482,NA,NA,NA,NA,30,104000,28100,300,NA,25400,30,29,16542.936617894447
085126d5,6850,14.2,156,4090,194,37.1,900,0.4,3708,1.351,Undersaturated,84300,Medium,0.143,0.77,150,0.311,NA,190,32.2,37.2,61.18,0,1112953,0,18192,0.32,NA,0.65,0.369,4.732,NA,1,2,53.5,20000,0,NA,0,100,12,3,39366.80989702436
e5d1f80c,7990,28.3,93,4040,179,23.1,250,5.4,1773,1.092,Near Saturation,79300,Medium,0.23,0.48,300,0.344,240,230,19.4,22.2,45.53,10.75,8537,0,188,0.44,NA,NA,0.337,NA,NA,1,1,23.6,17000,2300,NA,0,NA,10,0,NA
19bb32b4,11200,8.1,246,5390,233,16.1,60,13.4,NA,1.053,Undersaturated,17600,Very Strong,0.274,0.65,2840,NA,2440,370,14.2,43,51.95,17.25,2351,195.04,45,0.34,0.23,NA,0.3754,NA,NA,NA,NA,8,26000,35700,NA,118600,0,4,1,NA
36e33cf1,9160,30.2,112,4250,241,26.2,100,2.8,590,1.0561,Undersaturated,19200,Strong,0.248,0.8,1140,0.211,920,770,13.4,46.3,103.68,2.51,7510,0,72,0.31,0.23,0.6485,0.2,NA,NA,NA,NA,6.8,86000,8600,NA,0,0,7,0,71709.60730724287
1bcac2c2,8010,25.8,337,3820,214,19.6,20,10.2,135,1.03,Highly Undersaturated,9600,Very Strong,0.266,0.77,2040,0.197,1560,2060,30.7,34.8,631.94,2112.96,10969,0,17,0.43,0.254,0.9377,0.44,NA,NA,43,NA,40.1,191000,NA,0,NA,0,6,0,81519.84158948762
00d187d6,4920,22.8,272,2120,166,14.5,NA,38.1,1273,1.06,Near Saturation,99800,Strong,0.154,0.72,550,0.415,270,640,24.3,28.6,154.09,1378.8,13233,1516.71,86,0.56,0.28,0.93,0.4158,NA,NA,NA,14,39.4,52000,120100,0,123400,0,11,4,39878.38026706595
ef85e6d1,4420,26.9,183,2910,139,12,20,1145.5,201,1.024,Highly Undersaturated,88200,Medium,0.177,0.74,460,0.417,NA,550,8.3,10.1,45.58,771.21,642,786.57,14,0.46,0.3368,NA,0.302,NA,1.906,5,NA,31.6,20500,75600,0,78300,0,8,NA,54726.24580518168
bb2a2996,11960,39.4,333,6990,244,39.9,1940,0.2,6367,1.943,Near Saturation,11700,Very Strong,0.245,0.71,1170,0.163,NA,2390,45,52.6,1077.31,0.26,24799973,0,23020,0.04,0.1825,0.954,0.32,NA,NA,21,NA,43.8,280100,700,1800,0,2000,6,1,70490.41348675091
1248de84,9520,29.2,199,4990,199,19.2,60,15.6,501,1.043,Undersaturated,25500,Strong,0.271,0.71,840,0.238,640,1100,25.4,27.5,279.72,378.84,12272,0,44,0.42,NA,0.7018,NA,4.103,NA,NA,NA,28.8,NA,103200,0,NA,0,8,0,NA
95ee8778,2030,17,255,1250,126,42.2,260,1.1,1129,1.12,Highly Undersaturated,89600,NA,0.119,0.53,100,0.339,50,280,38.1,49.8,106.68,123.87,28221,250.51,265,0.59,NA,NA,NA,NA,NA,NA,1,15.8,28000,59900,0,NA,0,39,32,11216.848872970932
39cd9211,8170,13.9,222,3710,215,18.3,270,NA,NA,1.1089,Near Saturation,86000,Strong,0.174,0.71,470,0.375,310,370,30,34.2,111.19,232.4,22465,0,202,0.51,NA,0.73,0.417,NA,NA,NA,9,32.5,46000,36900,0,0,0,6,NA,85880.17837746302
e771e98b,6840,11.3,111,3510,190,15.5,20,69.2,129,1.0295,Highly Undersaturated,25100,Strong,0.262,0.67,1490,0.266,1080,240,24.5,32.7,58.63,569.68,740,278.19,13,0.44,NA,NA,0.435,NA,NA,9,NA,25.9,25000,103200,0,43200,0,5,NA,97273.8485992339
f63eb242,2860,3.8,128,4460,169,36.9,1030,0.9,4058,1.12,Undersaturated,113300,NA,0.103,0.72,110,0.404,NA,20,37.5,37.2,9.06,14.55,16022,0,1768,0.64,0.239,NA,0.39,NA,2.55,NA,1,50,3000,6200,0,0,NA,9,0,53707.85684935399
9cf169d5,11890,18.7,204,5960,230,35.6,570,0.4,2141,1.2159,Undersaturated,3500,Strong,0.277,0.52,700,0.154,590,680,46.2,50.1,313.28,233.8,137500,0,439,0.48,0.206,NA,0.296,NA,NA,7,7,48.4,60000,32100,0,0,0,NA,0,90130.97141487873
82a821bf,2960,21.8,361,5880,125,42.7,1910,0.5,5346,1.2755,Undersaturated,89700,None,0.115,0.77,30,0.271,20,750,49.5,52.1,371.11,937.07,11071281,1532.65,29833,0.55,0.257,0.889,NA,3.72,NA,NA,1,59,91000,72100,NA,192000,600,84,122,5535.3162891801085
0e2e7f57,11880,13.1,179,5920,246,18.8,80,6.4,745,1.06,Undersaturated,3400,Very Strong,0.29,0.5,3310,0.164,3180,330,41,NA,135.32,2222.36,8229,0,61,NA,NA,0.8,0.4034,NA,NA,19,35,57.9,37000,279100,0,0,0,4,0,NA
0fff2936,9370,16,240,4740,214,32.3,320,1.3,1502,1.12,Undersaturated,NA,Medium,0.251,0.4,320,0.239,270,420,30.4,NA,127.26,46.85,29769,0,234,0.41,0.23,0.76,0.22,NA,1.671,3,NA,49.4,50000,8900,0,0,0,9,0,47019.93132139323
e706a8d7,2170,14.2,246,1780,101,31.5,NA,4.8,477,1.04,Highly Undersaturated,77200,Weak,0.146,0.62,150,0.33,80,250,35.8,39.4,88.69,336.77,8105,430.22,91,0.57,NA,0.8506,0.32,NA,NA,2,NA,28.2,22000,47900,0,77200,0,16,9,NA
41724c66,7000,12,171,3490,180,38.1,90,1.8,339,1.04,Highly Undersaturated,21200,Strong,0.272,0.64,600,0.202,510,440,33,37.8,144.88,141.55,9704,0,67,0.44,NA,0.878,0.2847,NA,NA,4,NA,38.4,46000,26300,0,0,0,7,0,60048.05024312311
2980749d,10630,10.9,155,5160,226,28.4,210,1.5,1111,1.089,Undersaturated,22400,Strong,0.279,0.57,820,0.204,NA,330,46.4,50,152.24,671.37,23763,0,156,0.56,0.214,0.936,0.271,NA,NA,7,8,49.8,40000,92800,0,0,0,5,0,91004.99249546905
42a44efd,1680,40.4,219,1050,114,23.7,130,10.1,950,1.052,Undersaturated,115900,Weak,0.123,0.69,160,0.428,80,530,31,NA,163.98,1209.95,21548,1390.49,131,0.61,0.302,NA,0.288,NA,NA,2,3,38,39000,123400,0,197100,0,54,30,9537.522883090423
f8b7ee4f,1620,29,264,1110,106,30,150,7.9,NA,1.06,Undersaturated,116800,None,0.123,0.69,100,0.427,50,420,24.6,28.7,102.31,446.11,15312,560.01,150,0.57,0.312,0.8406,0.391,NA,NA,1,NA,23.3,39000,80500,0,135500,NA,41,29,12132.001241263877
dbb0090c,3400,23.9,151,2900,119,34.3,470,1.6,1766,1.141,Undersaturated,NA,Weak,0.126,0.7,60,0.342,30,270,2.9,2.7,7.77,0,1332351,0.53,171479,0.25,0.3155,NA,0.339,2.53,NA,NA,1,57.7,16300,0,0,64600,82900,47,NA,NA
c85d4997,6510,20.5,52,4020,161,22.7,120,14.2,826,1.0462,Undersaturated,62300,Weak,0.218,0.72,180,0.311,130,190,26.4,31.9,48.84,102.45,4342,149.63,NA,0.49,NA,NA,0.2278,NA,2.538,1,NA,25.1,14000,19000,0,21500,0,12,8,NA
